Year,SERIES,UNIT_MEASURE,Spol,Vrsta vještina,Godine,Stupanj urbanizacije,Value
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Slanje e - mailova s ​​priloženim datotekama,25 do 74 godina,Sva područja,39.1
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Slanje e - mailova s ​​priloženim datotekama,25 do 74 godina,Sva područja,23.2
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Slanje e - mailova s ​​priloženim datotekama,25 do 74 godina,Sva područja,28.4
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Slanje e - mailova s ​​priloženim datotekama,25 do 74 godina,Sva područja,37.4
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Slanje e - mailova s ​​priloženim datotekama,25 do 74 godina,Sva područja,26.7
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Slanje e - mailova s ​​priloženim datotekama,25 do 74 godina,Sva područja,31.8
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Slanje e - mailova s ​​priloženim datotekama,25 do 74 godina,Sva područja,40.8
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Izrada elektroničkih prezentacija s prezentacijskim softverom,25 do 74 godina,Sva područja,9.4
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Izrada elektroničkih prezentacija s prezentacijskim softverom,25 do 74 godina,Sva područja,8.9
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Izrada elektroničkih prezentacija s prezentacijskim softverom,25 do 74 godina,Sva područja,14.7
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Izrada elektroničkih prezentacija s prezentacijskim softverom,25 do 74 godina,Sva područja,8.0
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Izrada elektroničkih prezentacija s prezentacijskim softverom,25 do 74 godina,Sva područja,7.7
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Izrada elektroničkih prezentacija s prezentacijskim softverom,25 do 74 godina,Sva područja,13.6
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Izrada elektroničkih prezentacija s prezentacijskim softverom,25 do 74 godina,Sva područja,11.1
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Izrada elektroničkih prezentacija s prezentacijskim softverom,25 do 74 godina,Sva područja,10.5
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Izrada elektroničkih prezentacija s prezentacijskim softverom,25 do 74 godina,Sva područja,16.1
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Izvođenje formalnog online tečaja,25 do 74 godina,Sva područja,12.9
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Izvođenje formalnog online tečaja,25 do 74 godina,Sva područja,2.5
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Izvođenje formalnog online tečaja,25 do 74 godina,Sva područja,4.5
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Izvođenje formalnog online tečaja,25 do 74 godina,Sva područja,11.8
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Izvođenje formalnog online tečaja,25 do 74 godina,Sva područja,1.9
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Izvođenje formalnog online tečaja,25 do 74 godina,Sva područja,5.5
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Izvođenje formalnog online tečaja,25 do 74 godina,Sva područja,14.1
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Izvođenje formalnog online tečaja,25 do 74 godina,Sva područja,3.4
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Izvođenje formalnog online tečaja,25 do 74 godina,Sva područja,3.4
2018,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Dobivanje informacija o robi ili uslugama na mreži,25 do 74 godina,Sva područja,73.8
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Dobivanje informacija o robi ili uslugama na mreži,25 do 74 godina,Sva područja,54.6
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Dobivanje informacija o robi ili uslugama na mreži,25 do 74 godina,Sva područja,66.5
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Dobivanje informacija o robi ili uslugama na mreži,25 do 74 godina,Sva područja,65.1
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Dobivanje informacija o robi ili uslugama na mreži,25 do 74 godina,Sva područja,69.0
2018,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Dobivanje informacija o robi ili uslugama na mreži,25 do 74 godina,Sva područja,75.1
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Dobivanje informacija o robi ili uslugama na mreži,25 do 74 godina,Sva područja,55.9
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Dobivanje informacija o robi ili uslugama na mreži,25 do 74 godina,Sva područja,66.3
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Dobivanje informacija o robi ili uslugama na mreži,25 do 74 godina,Sva područja,63.6
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Dobivanje informacija o robi ili uslugama na mreži,25 do 74 godina,Sva područja,65.9
2018,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Dobivanje informacija o robi ili uslugama na mreži,25 do 74 godina,Sva područja,72.3
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Dobivanje informacija o robi ili uslugama na mreži,25 do 74 godina,Sva područja,52.9
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Dobivanje informacija o robi ili uslugama na mreži,25 do 74 godina,Sva područja,66.7
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Dobivanje informacija o robi ili uslugama na mreži,25 do 74 godina,Sva područja,66.7
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Dobivanje informacija o robi ili uslugama na mreži,25 do 74 godina,Sva područja,71.9
2018,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Kupnja ili naručivanje robe ili usluga putem Interneta,25 do 74 godina,Sva područja,18.7
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Kupnja ili naručivanje robe ili usluga putem Interneta,25 do 74 godina,Sva područja,21.7
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Kupnja ili naručivanje robe ili usluga putem Interneta,25 do 74 godina,Sva područja,23.5
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Kupnja ili naručivanje robe ili usluga putem Interneta,25 do 74 godina,Sva područja,31.8
2018,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Kupnja ili naručivanje robe ili usluga putem Interneta,25 do 74 godina,Sva područja,18.7
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Kupnja ili naručivanje robe ili usluga putem Interneta,25 do 74 godina,Sva područja,17.6
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Kupnja ili naručivanje robe ili usluga putem Interneta,25 do 74 godina,Sva područja,23.3
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Kupnja ili naručivanje robe ili usluga putem Interneta,25 do 74 godina,Sva područja,35.9
2018,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Kupnja ili naručivanje robe ili usluga putem Interneta,25 do 74 godina,Sva područja,18.8
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Kupnja ili naručivanje robe ili usluga putem Interneta,25 do 74 godina,Sva područja,26.9
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Kupnja ili naručivanje robe ili usluga putem Interneta,25 do 74 godina,Sva područja,23.8
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Kupnja ili naručivanje robe ili usluga putem Interneta,25 do 74 godina,Sva područja,27.5
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"traženje zdravstvenih informacija (o ozljedama, bolestima, prehrani itd.)",25 do 74 godina,Sva područja,6.1
2018,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"traženje zdravstvenih informacija (o ozljedama, bolestima, prehrani itd.)",25 do 74 godina,Sva područja,53.8
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"traženje zdravstvenih informacija (o ozljedama, bolestima, prehrani itd.)",25 do 74 godina,Sva područja,37.2
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"traženje zdravstvenih informacija (o ozljedama, bolestima, prehrani itd.)",25 do 74 godina,Sva područja,42.6
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"traženje zdravstvenih informacija (o ozljedama, bolestima, prehrani itd.)",25 do 74 godina,Sva područja,59.8
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"traženje zdravstvenih informacija (o ozljedama, bolestima, prehrani itd.)",25 do 74 godina,Sva područja,56.2
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"traženje zdravstvenih informacija (o ozljedama, bolestima, prehrani itd.)",25 do 74 godina,Sva područja,5.4
2018,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"traženje zdravstvenih informacija (o ozljedama, bolestima, prehrani itd.)",25 do 74 godina,Sva područja,57.1
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"traženje zdravstvenih informacija (o ozljedama, bolestima, prehrani itd.)",25 do 74 godina,Sva područja,35.8
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"traženje zdravstvenih informacija (o ozljedama, bolestima, prehrani itd.)",25 do 74 godina,Sva područja,44.6
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"traženje zdravstvenih informacija (o ozljedama, bolestima, prehrani itd.)",25 do 74 godina,Sva područja,60.8
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"traženje zdravstvenih informacija (o ozljedama, bolestima, prehrani itd.)",25 do 74 godina,Sva područja,56.2
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"traženje zdravstvenih informacija (o ozljedama, bolestima, prehrani itd.)",25 do 74 godina,Sva područja,6.9
2018,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"traženje zdravstvenih informacija (o ozljedama, bolestima, prehrani itd.)",25 do 74 godina,Sva područja,49.8
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"traženje zdravstvenih informacija (o ozljedama, bolestima, prehrani itd.)",25 do 74 godina,Sva područja,38.9
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"traženje zdravstvenih informacija (o ozljedama, bolestima, prehrani itd.)",25 do 74 godina,Sva područja,40.5
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"traženje zdravstvenih informacija (o ozljedama, bolestima, prehrani itd.)",25 do 74 godina,Sva područja,58.7
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"traženje zdravstvenih informacija (o ozljedama, bolestima, prehrani itd.)",25 do 74 godina,Sva područja,56.2
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Spajanje i instaliranje novih uređaja,25 do 74 godina,Sva područja,11.5
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Spajanje i instaliranje novih uređaja,25 do 74 godina,Sva područja,12.0
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Spajanje i instaliranje novih uređaja,25 do 74 godina,Sva područja,9.9
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Spajanje i instaliranje novih uređaja,25 do 74 godina,Sva područja,10.3
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Spajanje i instaliranje novih uređaja,25 do 74 godina,Sva područja,13.4
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Spajanje i instaliranje novih uređaja,25 do 74 godina,Sva područja,13.7
2018,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Korištenje Internet bankarstva,25 do 74 godina,Sva područja,7.4
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Korištenje Internet bankarstva,25 do 74 godina,Sva područja,7.2
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Korištenje Internet bankarstva,25 do 74 godina,Sva područja,17.5
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Korištenje Internet bankarstva,25 do 74 godina,Sva područja,17.7
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Korištenje Internet bankarstva,25 do 74 godina,Sva područja,23.2
2018,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Korištenje Internet bankarstva,25 do 74 godina,Sva područja,6.4
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Korištenje Internet bankarstva,25 do 74 godina,Sva područja,5.7
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Korištenje Internet bankarstva,25 do 74 godina,Sva područja,14.6
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Korištenje Internet bankarstva,25 do 74 godina,Sva područja,17.4
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Korištenje Internet bankarstva,25 do 74 godina,Sva područja,21.1
2018,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Korištenje Internet bankarstva,25 do 74 godina,Sva područja,8.7
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Korištenje Internet bankarstva,25 do 74 godina,Sva područja,9.2
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Korištenje Internet bankarstva,25 do 74 godina,Sva područja,20.6
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Korištenje Internet bankarstva,25 do 74 godina,Sva područja,17.9
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Korištenje Internet bankarstva,25 do 74 godina,Sva područja,25.1
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Sudjelovanje u on - line konzultacijama ili glasovanje za definiranje građanskih ili političkih pitanja,25 do 74 godina,Sva područja,2.7
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Sudjelovanje u on - line konzultacijama ili glasovanje za definiranje građanskih ili političkih pitanja,25 do 74 godina,Sva područja,4.9
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Sudjelovanje u on - line konzultacijama ili glasovanje za definiranje građanskih ili političkih pitanja,25 do 74 godina,Sva područja,4.0
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Sudjelovanje u on - line konzultacijama ili glasovanje za definiranje građanskih ili političkih pitanja,25 do 74 godina,Sva područja,4.6
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Sudjelovanje u on - line konzultacijama ili glasovanje za definiranje građanskih ili političkih pitanja,25 do 74 godina,Sva područja,2.1
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Sudjelovanje u on - line konzultacijama ili glasovanje za definiranje građanskih ili političkih pitanja,25 do 74 godina,Sva područja,4.0
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Sudjelovanje u on - line konzultacijama ili glasovanje za definiranje građanskih ili političkih pitanja,25 do 74 godina,Sva područja,4.2
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Sudjelovanje u on - line konzultacijama ili glasovanje za definiranje građanskih ili političkih pitanja,25 do 74 godina,Sva područja,4.1
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Sudjelovanje u on - line konzultacijama ili glasovanje za definiranje građanskih ili političkih pitanja,25 do 74 godina,Sva područja,3.2
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Sudjelovanje u on - line konzultacijama ili glasovanje za definiranje građanskih ili političkih pitanja,25 do 74 godina,Sva područja,6.0
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Sudjelovanje u on - line konzultacijama ili glasovanje za definiranje građanskih ili političkih pitanja,25 do 74 godina,Sva područja,3.8
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Sudjelovanje u on - line konzultacijama ili glasovanje za definiranje građanskih ili političkih pitanja,25 do 74 godina,Sva područja,5.4
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Pisanje računalnog programa pomoću specijaliziranog programskog jezika,25 do 74 godina,Sva područja,1.7
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Pisanje računalnog programa pomoću specijaliziranog programskog jezika,25 do 74 godina,Sva područja,1.2
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Pisanje računalnog programa pomoću specijaliziranog programskog jezika,25 do 74 godina,Sva područja,0.7
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Pisanje računalnog programa pomoću specijaliziranog programskog jezika,25 do 74 godina,Sva područja,0.6
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Pisanje računalnog programa pomoću specijaliziranog programskog jezika,25 do 74 godina,Sva područja,2.8
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Pisanje računalnog programa pomoću specijaliziranog programskog jezika,25 do 74 godina,Sva područja,2.1
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje osobnih podataka i informacija (npr. ime, podaci za kontakt, fotografije)",25 do 74 godina,Sva područja,5.5
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje osobnih podataka i informacija (npr. ime, podaci za kontakt, fotografije)",25 do 74 godina,Sva područja,7.6
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje osobnih podataka i informacija (npr. ime, podaci za kontakt, fotografije)",25 do 74 godina,Sva područja,4.4
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje osobnih podataka i informacija (npr. ime, podaci za kontakt, fotografije)",25 do 74 godina,Sva područja,5.7
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje osobnih podataka i informacija (npr. ime, podaci za kontakt, fotografije)",25 do 74 godina,Sva područja,6.9
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje osobnih podataka i informacija (npr. ime, podaci za kontakt, fotografije)",25 do 74 godina,Sva područja,9.4
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"Postavljanje učinkovitih sigurnosnih mjera (npr. jake lozinke, obavijest o pokušaju prijave) za zaštitu uređaja i mrežnih računa",25 do 74 godina,Sva područja,6.3
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"Postavljanje učinkovitih sigurnosnih mjera (npr. jake lozinke, obavijest o pokušaju prijave) za zaštitu uređaja i mrežnih računa",25 do 74 godina,Sva područja,10.5
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"Postavljanje učinkovitih sigurnosnih mjera (npr. jake lozinke, obavijest o pokušaju prijave) za zaštitu uređaja i mrežnih računa",25 do 74 godina,Sva područja,5.6
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"Postavljanje učinkovitih sigurnosnih mjera (npr. jake lozinke, obavijest o pokušaju prijave) za zaštitu uređaja i mrežnih računa",25 do 74 godina,Sva područja,7.9
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"Postavljanje učinkovitih sigurnosnih mjera (npr. jake lozinke, obavijest o pokušaju prijave) za zaštitu uređaja i mrežnih računa",25 do 74 godina,Sva područja,7.0
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"Postavljanje učinkovitih sigurnosnih mjera (npr. jake lozinke, obavijest o pokušaju prijave) za zaštitu uređaja i mrežnih računa",25 do 74 godina,Sva područja,13.1
2018,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Sudjelovanje u društvenim mrežama,25 do 74 godina,Sva područja,63.9
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Sudjelovanje u društvenim mrežama,25 do 74 godina,Sva područja,65.8
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Sudjelovanje u društvenim mrežama,25 do 74 godina,Sva područja,65.9
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Sudjelovanje u društvenim mrežama,25 do 74 godina,Sva područja,63.0
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Sudjelovanje u društvenim mrežama,25 do 74 godina,Sva područja,66.8
2018,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Sudjelovanje u društvenim mrežama,25 do 74 godina,Sva područja,65.3
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Sudjelovanje u društvenim mrežama,25 do 74 godina,Sva područja,66.4
